ID,Key,Tgate,Tstep,Velo,SR,GR_SR,PhoV,Part,Dyn,Bar,TMDid,Remain,Check,Scale,Gate,Time,Step,SR_avg,n_SR,DifKey,
43,77,480,480, 58,1.825,1.10845,q,2,p,9,129,2,0,0,971,29683,876,0.998165118367752,0.990865753424658,l,
44,78,240,240, 63,1.78333,1.43224,e,2,p,10,134,2,0,0,613,30559,427.9992,0.975374137281514,1,t,
45,77,240,240, 57,1.475,1.15819,e,2,p,10,137,2,0,0,410,30987,354,0.806736191557498,0.985877966101695,p,
46,75,240,240, 60,1.5375,1.15989,e,2,p,10,139,2,0,0,428,31341,369,0.840919928487901,0.997287804878049,i,
47,73,240,240, 56,1.8,1.375,e,2,p,10,142,2,0,0,594,31710,432,0.984491623595591,1.00462777777778,l,
48,77,960,960, 49,1.73542,1.07143,h,2,p,10,144,2,0,0,1785,32142,1666.0032,0.949170251900145,0.854738334236093,#,
49,75,240,240, 50,2.02083,1.52784,e,2,p,11,150,2,0,0,741,33808,484.9992,1.10527233761704,1.00206350855836,x,
50,71,240,240, 46,1.45833,1.32571,e,2,p,11,152,2,0,0,464,34293,349.9992,0.797618705243421,0.99714742205125,o,
51,70,240,240, 52,1.41667,1.24118,e,2,p,11,154,2,0,0,422,34643,340.0008,0.774833193555092,0.988232968863603,g,
52,68,240,240, 55,1.68333,1.11139,e,2,p,11,157,2,0,0,449,34983,403.9992,0.92068015819287,0.992574242721273,l,
53,70,480,480, 46,0.991667,1.10504,q,2,p,11,159,2,0,0,526,35387,476.00016,0.542382141608983,1.9663858936518,s,
54,71,120,360, 28,3.10833,1.75603,s,2,p,11,162,2,0,0,655,35863,1118.9988,1.70006936020605,1,a,
55,71,120,120, 40,2.45833,1.81017,s,2,p,11,168,2,0,0,534,36982,294.9996,1.34455849612986,0.639832731976586,c,
56,68,480,480, 37,1.57292,1.06093,q,2,p,12,169,2,0,0,801,37277,755.0016,0.860292535881098,0.996026498486891,x,
57,75,480,480, 49,1.3625,1.15749,q,2,p,12,172,2,0,0,757,38032,654,0.745205465082774,1.15596330275229,l,
58,73,480,480, 53,1.49375,1.11855,q,2,p,12,176,2,0,0,802,38686,717,0.816991312636619,0.956766527196653,l,
59,76,480,480, 58,1.5,1.15139,q,2,p,12,180,2,0,0,829,39403,720,0.820409686329659,0.933333333333333,l,
60,75,480,480, 64,1.48958,0.932867,q,2,p,13,184,2,0,0,667,40123,714.9984,0.814710573708622,0.995804186414963,#,
61,75,960,960, 65,1.43021,1.0823,h,2,p,13,187,2,0,0,1486,40838,1373.0016,0.782238758323694,0.911873081575433,l,
62,77,480,480, 65,1.98958,1.05236,q,2,p,13,193,2,0,0,1005,42211,954.9984,1.08818046915184,0.881678545220599,l,
63,78,240,240, 61,1.75833,1.57109,e,2,mp,14,197,2,0,0,663,43166,421.9992,0.961700642509353,0.976307064089221,#,
64,77,240,240, 65,1.55417,1.12064,e,2,mp,14,199,2,0,0,418,43588,373.0008,0.850037414801977,1.00804287819222,w,
65,75,240,240, 63,1.62917,1.03069,e,2,mp,14,201,2,0,0,403,43961,391.0008,0.89105789911846,1.00767261857265,i,
66,73,240,240, 64,2.075,1.21888,e,2,mp,14,204,2,0,0,607,44352,498,1.13490006608936,1.03012048192771,s,
67,77,1200,1200, 58,1.52417,1.07436,0,2,p,14,206,2,0,0,1965,44850,1829.004,0.833629221075384,1.14542997172231,#,
68,73,240,240, 56,1.4625,1.11681,e,2,p,15,214,2,0,0,392,46679,351,0.799899444171418,1.00285128205128,t,
69,72,240,240, 56,1.23333,1.25676,e,2,p,15,216,2,0,0,372,47030,295.9992,0.674557252293972,1.08108130021973,g,
70,70,240,240, 57,1.56667,1.01064,e,2,p,15,220,2,0,0,380,47326,376.0008,0.856874162188058,0.97871919421448,q,
